date_game,pts,last1sum_pts,last1sum_fg,last1sum_fga,last1sum_fg_pct,last1sum_fg3,last1sum_fg3a,last1sum_fg3_pct,last1sum_ft,last1sum_fta,last1sum_ft_pct,last1sum_trb,last1sum_ast,last1sum_stl,last1sum_blk,last1sum_tov,last1sum_opp_pts,last1sum_opp_fg,last1sum_opp_fga,last1sum_opp_fg_pct,last1sum_opp_fg3,last1sum_opp_fg3a,last1sum_opp_fg3_pct,last1sum_opp_ft,last1sum_opp_fta,last1sum_opp_ft_pct,last1sum_opp_trb,last1sum_opp_ast,last1sum_opp_stl,last1sum_opp_blk,last1sum_opp_tov,last3sum_pts,last3sum_fg,last3sum_fga,last3sum_fg_pct,last3sum_fg3,last3sum_fg3a,last3sum_fg3_pct,last3sum_ft,last3sum_fta,last3sum_ft_pct,last3sum_trb,last3sum_ast,last3sum_stl,last3sum_blk,last3sum_tov,last3sum_opp_pts,last3sum_opp_fg,last3sum_opp_fga,last3sum_opp_fg_pct,last3sum_opp_fg3,last3sum_opp_fg3a,last3sum_opp_fg3_pct,last3sum_opp_ft,last3sum_opp_fta,last3sum_opp_ft_pct,last3sum_opp_trb,last3sum_opp_ast,last3sum_opp_stl,last3sum_opp_blk,last3sum_opp_tov,last6sum_pts,last6sum_fg,last6sum_fga,last6sum_fg_pct,last6sum_fg3,last6sum_fg3a,last6sum_fg3_pct,last6sum_ft,last6sum_fta,last6sum_ft_pct,last6sum_trb,last6sum_ast,last6sum_stl,last6sum_blk,last6sum_tov,last6sum_opp_pts,last6sum_opp_fg,last6sum_opp_fga,last6sum_opp_fg_pct,last6sum_opp_fg3,last6sum_opp_fg3a,last6sum_opp_fg3_pct,last6sum_opp_ft,last6sum_opp_fta,last6sum_opp_ft_pct,last6sum_opp_trb,last6sum_opp_ast,last6sum_opp_stl,last6sum_opp_blk,last6sum_opp_tov,last8sum_pts,last8sum_fg,last8sum_fga,last8sum_fg_pct,last8sum_fg3,last8sum_fg3a,last8sum_fg3_pct,last8sum_ft,last8sum_fta,last8sum_ft_pct,last8sum_trb,last8sum_ast,last8sum_stl,last8sum_blk,last8sum_tov,last8sum_opp_pts,last8sum_opp_fg,last8sum_opp_fga,last8sum_opp_fg_pct,last8sum_opp_fg3,last8sum_opp_fg3a,last8sum_opp_fg3_pct,last8sum_opp_ft,last8sum_opp_fta,last8sum_opp_ft_pct,last8sum_opp_trb,last8sum_opp_ast,last8sum_opp_stl,last8sum_opp_blk,last8sum_opp_tov
2022-12-11,111,111.0,36.0,77.0,0.46799999999999986,14.0,31.0,0.45200000000000007,25.0,31.0,0.806,42.0,25.0,3.0,7.0,14.0,99.0,30.0,75.0,0.4000000000000001,6.0,25.0,0.24000000000000005,33.0,38.0,0.8680000000000004,28.0,18.0,9.0,7.0,9.0,340.0,118.0,243.0,1.4809999999999994,32.0,85.0,1.123,72.0,83.0,2.6140000000000017,138.0,69.0,14.0,16.0,44.0,319.0,105.0,255.0,1.2350000000000003,31.0,101.0,0.8919999999999997,78.0,97.0,2.3779999999999997,114.0,67.0,22.0,21.0,31.0,646.0,230.0,495.0,2.8279999999999994,59.0,168.0,2.1140000000000008,127.0,150.0,4.985999999999999,259.0,132.0,37.0,24.0,89.0,656.0,231.0,508.0,2.73,69.0,212.0,1.908,125.0,157.0,4.867,235.0,151.0,50.0,34.0,76.0,856.0,307.0,654.0,3.7969999999999993,80.0,226.0,2.829000000000001,162.0,197.0,6.457,327.0,176.0,51.0,32.0,125.0,890.0,326.0,683.0,3.816,86.0,272.0,2.479,152.0,190.0,6.513,326.0,196.0,65.0,45.0,104.0
